ticker,name,run_date,prior_status,new_status,prior_score,new_score
LGBBROSLTD,L G Balakrishnan & Bros Ltd,2026-04-06,New,Watchlist,,69.52
HATHWAY,Hathway Cable & Datacom Ltd,2026-04-06,New,Watchlist,,60.83
UNITEDTEA,United Nilgiri Tea Estates Company Ltd,2026-04-06,New,Watchlist,,52.51
AVANTEL,Avantel Ltd,2026-04-06,New,Watchlist,,59.07
YATHARTH,Yatharth Hospital & Trauma Care Services Ltd,2026-04-06,New,Watchlist,,53.09
GALAPREC,Gala Precision Engineering Ltd,2026-04-06,New,Watchlist,,61.65
JAIBALAJI,Jai Balaji Industries Ltd,2026-04-06,New,Watchlist,,61.09
ONEPOINT,One Point One Solutions Ltd,2026-04-06,New,Watchlist,,52.51
BBTC,The Bombay Burmah Trading Corporation Ltd,2026-04-06,New,Investable,,76.68
CIEINDIA,CIE Automotive India Ltd,2026-04-06,New,Watchlist,,60.5
MOLDTKPAC,Mold-Tek Packaging Ltd,2026-04-06,New,Watchlist,,61.73
RATEGAIN,Rategain Travel Technologies Ltd,2026-04-06,New,Watchlist,,50.89
MUFTI,Credo Brands Marketing Ltd,2026-04-06,New,Investable,,80.0
SUNPHARMA,Sun Pharmaceutical Industries Ltd,2026-04-06,New,Watchlist,,62.71
TORNTPHARM,Torrent Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,59.83
ORKLAINDIA,Orkla India Ltd,2026-04-06,New,Watchlist,,60.63
FINPIPE,Finolex Industries Ltd,2026-04-06,New,Watchlist,,65.84
BOSCHLTD,Bosch Ltd,2026-04-06,New,Watchlist,,54.9
SUBROS,Subros Ltd,2026-04-06,New,Watchlist,,56.8
ESCORTS,Escorts Kubota Ltd,2026-04-06,New,Watchlist,,65.68
BASML,Bannari Amman Spinning Mills Ltd,2026-04-06,New,Watchlist,,64.67
ULTRACEMCO,UltraTech Cement Ltd,2026-04-06,New,Watchlist,,60.66
RAJOOENG,Rajoo Engineers Ltd,2026-04-06,New,Watchlist,,62.77
BTML,Bodhi Tree Multimedia Ltd,2026-04-06,New,Watchlist,,59.8
ELECON,Elecon Engineering Company Ltd,2026-04-06,New,Investable,,77.72
SONACOMS,Sona BLW Precision Forgings Ltd,2026-04-06,New,Watchlist,,50.44
FDC,FDC Ltd,2026-04-06,New,Watchlist,,69.65
IOC,Indian Oil Corporation Ltd,2026-04-06,New,Watchlist,,60.08
PRECWIRE,Precision Wires India Ltd,2026-04-06,New,Avoid,,40.35
INTELLECT,Intellect Design Arena Ltd,2026-04-06,New,Watchlist,,54.46
ZYDUSLIFE,Zydus Lifesciences Ltd,2026-04-06,New,Watchlist,,67.11
MINDTECK,Mindteck (India) Ltd,2026-04-06,New,Watchlist,,61.88
AURIONPRO,Aurionpro Solutions Ltd,2026-04-06,New,Watchlist,,57.06
ROTO,Roto Pumps Ltd,2026-04-06,New,Watchlist,,59.38
STARCEMENT,Star Cement Ltd,2026-04-06,New,Watchlist,,66.16
IOLCP,IOL Chemicals & Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,63.25
BHARTIARTL,Bharti Airtel Ltd,2026-04-06,New,Watchlist,,61.08
ALANKIT,Alankit Ltd,2026-04-06,New,Watchlist,,66.26
PAYTM,One 97 Communications Ltd,2026-04-06,New,Avoid,,42.75
PRUDENT,Prudent Corporate Advisory Services Ltd,2026-04-06,New,Avoid,,49.37
ALKEM,Alkem Laboratories Ltd,2026-04-06,New,Watchlist,,65.82
CGCL,Capri Global Capital Ltd,2026-04-06,New,Watchlist,,53.34
NOVAAGRI,Nova Agritech Ltd,2026-04-06,New,Watchlist,,64.19
WAAREEENER,Waaree Energies Ltd,2026-04-06,New,Watchlist,,65.13
JKTYRE,JK Tyre & Industries Ltd,2026-04-06,New,Watchlist,,64.73
SOLARINDS,Solar Industries India Ltd,2026-04-06,New,Watchlist,,57.68
JKIL,J Kumar Infraprojects Ltd,2026-04-06,New,Watchlist,,69.44
JKLAKSHMI,JK Lakshmi Cement Ltd,2026-04-06,New,Investable,,70.49
LINDEINDIA,Linde India Ltd,2026-04-06,New,Avoid,,46.25
SAREGAMA,Saregama India Ltd,2026-04-06,New,Watchlist,,50.19
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp Ltd,2026-04-06,New,Investable,,70.09
ANANTRAJ,Anant Raj Ltd,2026-04-06,New,Watchlist,,58.83
APARINDS,Apar Industries Ltd,2026-04-06,New,Watchlist,,64.38
PICCADIL,Piccadily Agro Industries Ltd,2026-04-06,New,Watchlist,,55.98
KELLTONTEC,Kellton Tech Solutions Ltd,2026-04-06,New,Watchlist,,62.92
JKCEMENT,J K Cements Ltd,2026-04-06,New,Watchlist,,60.86
EIMCOELECO,Eimco Elecon (India) Ltd,2026-04-06,New,Watchlist,,64.41
RAMKY,Ramky Infrastructure Ltd,2026-04-06,New,Watchlist,,62.18
KMSUGAR,KM Sugar Mills Ltd,2026-04-06,New,Investable,,71.62
SASTASUNDR,Sastasundar Ventures Ltd,2026-04-06,New,Avoid,,48.64
JGCHEM,J.G.Chemicals Ltd,2026-04-06,New,Watchlist,,61.31
THYROCARE,Thyrocare Technologies Ltd,2026-04-06,New,Watchlist,,57.3
MONARCH,Monarch Networth Capital Ltd,2026-04-06,New,Watchlist,,59.93
GICRE,General Insurance Corporation of India,2026-04-06,New,Investable,,77.62
NINSYS,NINtec Systems Ltd,2026-04-06,New,Avoid,,45.6
SUNDARMFIN,Sundaram Finance Ltd,2026-04-06,New,Avoid,,48.37
PGIL,Pearl Global Industries Ltd,2026-04-06,New,Watchlist,,63.7
ADVENZYMES,Advanced Enzyme Technologies Ltd,2026-04-06,New,Watchlist,,66.07
PATELENG,Patel Engineering Ltd,2026-04-06,New,Watchlist,,69.91
VADILALIND,Vadilal Industries Ltd,2026-04-06,New,Watchlist,,67.24
INTLCONV,International Conveyors Ltd,2026-04-06,New,Investable,,74.09
FOSECOIND,Foseco India Ltd,2026-04-06,New,Avoid,,45.6
MARKSANS,Marksans Pharma Ltd,2026-04-06,New,Investable,,70.39
STEELCAS,Steelcast Ltd,2026-04-06,New,Watchlist,,57.99
INTENTECH,Intense Technologies Ltd,2026-04-06,New,Watchlist,,65.66
CEATLTD,CEAT Ltd,2026-04-06,New,Watchlist,,61.74
GRASIM,Grasim Industries Ltd,2026-04-06,New,Watchlist,,59.44
UNIPARTS,Uniparts India Ltd,2026-04-06,New,Watchlist,,62.26
SAATVIKGL,Saatvik Green Energy Ltd,2026-04-06,New,Investable,,74.91
CERA,Cera Sanitaryware Ltd,2026-04-06,New,Investable,,70.05
POKARNA,Pokarna Ltd,2026-04-06,New,Watchlist,,69.37
LINCOLN,Lincoln Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,62.88
WENDT,Wendt India Ltd,2026-04-06,New,Watchlist,,57.23
UNIECOM,Unicommerce eSolutions Ltd,2026-04-06,New,Avoid,,40.7
TCIEXP,TCI Express Ltd,2026-04-06,New,Watchlist,,57.79
SIGMA,Sigma Solve Ltd,2026-04-06,New,Watchlist,,55.07
GIPCL,Gujarat Industries Power Co Ltd,2026-04-06,New,Investable,,80.0
GREENPOWER,Orient Green Power Company Ltd,2026-04-06,New,Watchlist,,62.49
REDINGTON,Redington Ltd,2026-04-06,New,Investable,,72.07
UGARSUGAR,Ugar Sugar Works Ltd,2026-04-06,New,Investable,,74.02
ROSSELLIND,Rossell India Ltd,2026-04-06,New,Watchlist,,53.33
VAIBHAVGBL,Vaibhav Global Ltd,2026-04-06,New,Investable,,74.49
AUROPHARMA,Aurobindo Pharma Ltd,2026-04-06,New,Watchlist,,66.36
GODFRYPHLP,Godfrey Phillips India Ltd,2026-04-06,New,Watchlist,,65.3
JUSTDIAL,Just Dial Ltd,2026-04-06,New,Watchlist,,64.9
CGPOWER,CG Power & Industrial Solutions Ltd,2026-04-06,New,Avoid,,49.86
CEMPRO,Cemindia Projects Ltd,2026-04-06,New,Watchlist,,60.1
SUMICHEM,Sumitomo Chemical India Ltd,2026-04-06,New,Avoid,,49.84
UDS,Updater Services Ltd,2026-04-06,New,Watchlist,,62.37
IIFL,IIFL Finance Ltd,2026-04-06,New,Avoid,,47.49
ADOR,Ador Welding Ltd,2026-04-06,New,Watchlist,,63.46
GMDCLTD,Gujarat Mineral Development Corporation Ltd,2026-04-06,New,Watchlist,,54.36
MONTECARLO,Monte Carlo Fashions Ltd,2026-04-06,New,Investable,,72.51
GTPL,GTPL Hathway Ltd,2026-04-06,New,Watchlist,,64.51
NURECA,Nureca Ltd,2026-04-06,New,Watchlist,,50.03
ANDHRSUGAR,Andhra Sugars Ltd,2026-04-06,New,Watchlist,,63.58
ITDC,India Tourism Development Corporation Ltd,2026-04-06,New,Watchlist,,54.36
NCC,NCC Ltd,2026-04-06,New,Watchlist,,64.69
EPL,EPL Ltd,2026-04-06,New,Watchlist,,67.15
SPCENET,Spacenet Enterprises India Ltd,2026-04-06,New,Watchlist,,61.4
VSSL,Vardhman Special Steels Ltd,2026-04-06,New,Watchlist,,60.87
AEROFLEX,Aeroflex Industries Ltd,2026-04-06,New,Avoid,,46.3
PTC,PTC India Ltd,2026-04-06,New,Investable,,75.14
DMCC,DMCC Speciality Chemicals Ltd,2026-04-06,New,Watchlist,,63.98
BALMLAWRIE,Balmer Lawrie & Company Ltd,2026-04-06,New,Watchlist,,63.0
ARMANFIN,Arman Financial Services Ltd,2026-04-06,New,Avoid,,47.24
LODHA,Lodha Developers Ltd,2026-04-06,New,Watchlist,,65.24
PFIZER,Pfizer Ltd,2026-04-06,New,Avoid,,47.04
SARDAEN,Sarda Energy & Minerals Ltd,2026-04-06,New,Watchlist,,61.26
SARVESHWAR,Sarveshwar Foods Ltd,2026-04-06,New,Watchlist,,60.2
GPIL,Godawari Power & Ispat Ltd,2026-04-06,New,Watchlist,,59.51
POCL,Pondy Oxides & Chemicals Ltd,2026-04-06,New,Watchlist,,53.52
VSTTILLERS,VST Tillers Tractors Ltd,2026-04-06,New,Avoid,,48.5
CARRARO,Carraro India Ltd,2026-04-06,New,Watchlist,,61.6
MANYAVAR,Vedant Fashions Ltd,2026-04-06,New,Investable,,75.54
BRIGADE,Brigade Enterprises Ltd,2026-04-06,New,Watchlist,,60.88
MOIL,MOIL Ltd,2026-04-06,New,Avoid,,49.28
EMMVEE,Emmvee Photovoltaic Power Ltd,2026-04-06,New,Watchlist,,68.14
MRF,MRF Ltd,2026-04-06,New,Watchlist,,59.37
PARAGMILK,Parag Milk Foods Ltd,2026-04-06,New,Watchlist,,67.0
EASEMYTRIP,Easy Trip Planners Ltd,2026-04-06,New,Watchlist,,52.64
ARVIND,Arvind Ltd,2026-04-06,New,Watchlist,,62.2
GALLANTT,Gallantt Ispat Ltd.,2026-04-06,New,Avoid,,49.29
TATAPOWER,Tata Power Company Ltd,2026-04-06,New,Watchlist,,58.75
PIDILITIND,Pidilite Industries Ltd,2026-04-06,New,Watchlist,,57.47
SATIN,Satin Creditcare Network Ltd,2026-04-06,New,Watchlist,,54.62
AAVAS,AAVAS Financiers Ltd,2026-04-06,New,Avoid,,48.95
MOSCHIP,Moschip Technologies Ltd,2026-04-06,New,Avoid,,49.53
FCL,Fineotex Chemical Ltd,2026-04-06,New,Watchlist,,55.7
WELCORP,Welspun Corp Ltd,2026-04-06,New,Watchlist,,66.67
POLYMED,Poly Medicure Ltd,2026-04-06,New,Watchlist,,65.85
AJANTPHARM,Ajanta Pharma Ltd,2026-04-06,New,Watchlist,,59.79
KRN,KRN Heat Exchanger and Refrigeration Ltd,2026-04-06,New,Avoid,,34.63
QUESS,Quess Corp Ltd,2026-04-06,New,Watchlist,,58.57
FABTECH,Fabtech Technologies Ltd,2026-04-06,New,Watchlist,,51.34
SYNCOMF,Syncom Formulations (India) Ltd,2026-04-06,New,Watchlist,,64.66
HPAL,HP Adhesives Ltd,2026-04-06,New,Watchlist,,62.49
ARE&M,Amara Raja Energy & Mobility Ltd,2026-04-06,New,Watchlist,,65.23
EUREKAFORB,Eureka Forbes Ltd,2026-04-06,New,Watchlist,,51.57
EMCURE,Emcure Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,61.43
BAJAJ-AUTO,Bajaj Auto Ltd,2026-04-06,New,Watchlist,,57.69
SIYSIL,Siyaram Silk Mills Ltd,2026-04-06,New,Watchlist,,69.73
TATACAP,Tata Capital Ltd,2026-04-06,New,Avoid,,40.8
SHAKTIPUMP,Shakti Pumps (India) Ltd,2026-04-06,New,Watchlist,,61.55
BALRAMCHIN,Balrampur Chini Mills Ltd,2026-04-06,New,Watchlist,,59.06
PARAS,Paras Defence and Space Technologies Ltd,2026-04-06,New,Watchlist,,50.47
INFY,Infosys Ltd,2026-04-06,New,Watchlist,,63.73
WAAREERTL,Waaree Renewable Technologies Ltd,2026-04-06,New,Watchlist,,69.21
LUPIN,Lupin Ltd,2026-04-06,New,Watchlist,,59.52
BALAJITELE,Balaji Telefilms Ltd,2026-04-06,New,Watchlist,,50.05
PIIND,P I Industries Ltd,2026-04-06,New,Watchlist,,54.83
VETO,Veto Switchgears & Cables Ltd,2026-04-06,New,Investable,,70.44
IMAGICAA,Imagicaaworld Entertainment Ltd,2026-04-06,New,Watchlist,,50.74
NAVA,Nava Ltd,2026-04-06,New,Watchlist,,64.59
NHPC,NHPC Ltd,2026-04-06,New,Watchlist,,57.36
ALKYLAMINE,Alkyl Amines Chemicals Ltd,2026-04-06,New,Watchlist,,62.46
ACUTAAS,Acutaas Chemicals Ltd,2026-04-06,New,Avoid,,46.27
MCX,Multi Commodity Exchange of India Ltd,2026-04-06,New,Avoid,,42.87
PANAMAPET,Panama Petrochem Ltd,2026-04-06,New,Watchlist,,66.34
COROMANDEL,Coromandel International Ltd,2026-04-06,New,Watchlist,,54.79
JAICORPLTD,Jai Corp Ltd,2026-04-06,New,Watchlist,,61.76
WHIRLPOOL,Whirlpool of India Ltd,2026-04-06,New,Watchlist,,59.25
SANGHVIMOV,Sanghvi Movers Ltd,2026-04-06,New,Watchlist,,60.93
BAJAJCON,Bajaj Consumer Care Ltd,2026-04-06,New,Watchlist,,60.12
M&M,Mahindra & Mahindra Ltd,2026-04-06,New,Watchlist,,59.92
TEMBO,Tembo Global Industries Ltd,2026-04-06,New,Watchlist,,67.12
PROTEAN,Protean eGov Technologies Ltd,2026-04-06,New,Watchlist,,58.0
ARIES,Aries Agro Ltd,2026-04-06,New,Watchlist,,67.86
RATNAMANI,Ratnamani Metals & Tubes Ltd,2026-04-06,New,Watchlist,,63.69
SAIL,Steel Authority of India Ltd,2026-04-06,New,Watchlist,,56.4
DIVISLAB,Divis Laboratories Ltd,2026-04-06,New,Watchlist,,51.16
CAPACITE,Capacite Infraprojects Ltd,2026-04-06,New,Watchlist,,63.32
IRIS,IRIS Regtech Solutions Ltd,2026-04-06,New,Watchlist,,52.66
GRANULES,Granules India Ltd,2026-04-06,New,Watchlist,,58.54
TALBROAUTO,Talbros Automotive Components Ltd,2026-04-06,New,Investable,,70.5
BALAXI,Balaxi Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,55.24
CYBERTECH,Cybertech Systems & Software Ltd,2026-04-06,New,Watchlist,,59.69
RADIANTCMS,Radiant Cash Management Services Ltd,2026-04-06,New,Investable,,78.41
CEIGALL,Ceigall India Ltd,2026-04-06,New,Watchlist,,56.81
NH,Narayana Hrudayalaya Ltd,2026-04-06,New,Watchlist,,60.99
BRITANNIA,Britannia Industries Ltd,2026-04-06,New,Watchlist,,56.75
POWERMECH,Power Mech Projects Ltd,2026-04-06,New,Watchlist,,59.49
VEEDOL,Veedol Corporation Ltd,2026-04-06,New,Watchlist,,62.68
SHAREINDIA,Share India Securities Ltd,2026-04-06,New,Watchlist,,60.28
HINDALCO,Hindalco Industries Ltd,2026-04-06,New,Watchlist,,62.55
SAMBHAAV,Sambhaav Media Ltd,2026-04-06,New,Watchlist,,57.33
AETHER,Aether Industries Ltd,2026-04-06,New,Avoid,,43.38
EPIGRAL,Epigral Ltd,2026-04-06,New,Watchlist,,68.47
DLF,DLF Ltd,2026-04-06,New,Watchlist,,57.56
KNAGRI,KN Agri Resources Ltd,2026-04-06,New,Watchlist,,54.97
SHREECEM,Shree Cement Ltd,2026-04-06,New,Watchlist,,54.72
SHRIRAMPPS,Shriram Properties Ltd,2026-04-06,New,Watchlist,,61.96
RALLIS,Rallis India Ltd,2026-04-06,New,Watchlist,,55.14
TPLPLASTEH,TPL Plastech Ltd,2026-04-06,New,Watchlist,,65.62
ASIANPAINT,Asian Paints Ltd,2026-04-06,New,Watchlist,,58.45
HINDUNILVR,Hindustan Unilever Ltd,2026-04-06,New,Watchlist,,55.28
AXISBANK,Axis Bank Ltd,2026-04-06,New,Avoid,,40.69
RELIANCE,Reliance Industries Ltd,2026-04-06,New,Avoid,,45.89
INDORAMA,Indo Rama Synthetics (India) Ltd,2026-04-06,New,Watchlist,,65.59
RKSWAMY,R K Swamy Ltd,2026-04-06,New,Watchlist,,54.21
GOCLCORP,GOCL Corporation Ltd,2026-04-06,New,Watchlist,,69.77
PARADEEP,Paradeep Phosphates Ltd,2026-04-06,New,Watchlist,,60.72
SCI,Shipping Corporation of India Ltd,2026-04-06,New,Watchlist,,65.97
SYRMA,Syrma SGS Technology Ltd,2026-04-06,New,Avoid,,48.55
BASF,BASF India Ltd,2026-04-06,New,Watchlist,,60.14
KIRLPNU,Kirloskar Pneumatic Company Ltd,2026-04-06,New,Watchlist,,50.4
NDRAUTO,NDR Auto Components Ltd,2026-04-06,New,Watchlist,,56.65
SUMIT,Sumit Woods Ltd,2026-04-06,New,Watchlist,,61.27
MARKOLINES,Markolines Pavement Technologies Ltd,2026-04-06,New,Watchlist,,56.83
TCI,Transport Corporation of India Ltd,2026-04-06,New,Watchlist,,65.03
TEGA,Tega Industries Ltd,2026-04-06,New,Watchlist,,56.72
SHARDAMOTR,Sharda Motor Industries Ltd,2026-04-06,New,Watchlist,,69.22
TRUALT,TruAlt Bioenergy Ltd,2026-04-06,New,Watchlist,,56.8
BATAINDIA,Bata India Ltd,2026-04-06,New,Watchlist,,66.7
REFEX,Refex Industries Ltd,2026-04-06,New,Watchlist,,63.89
HAVELLS,Havells India Ltd,2026-04-06,New,Watchlist,,57.73
INDOUS,Indo US Bio-Tech Ltd,2026-04-06,New,Watchlist,,50.19
HUBTOWN,Hubtown Ltd,2026-04-06,New,Watchlist,,58.96
TRANSRAILL,Transrail Lighting Ltd,2026-04-06,New,Investable,,72.66
KPIGREEN,KPI Green Energy Ltd,2026-04-06,New,Watchlist,,55.11
ARIS,Arisinfra Solutions Ltd,2026-04-06,New,Watchlist,,55.15
MENONBE,Menon Bearings Ltd,2026-04-06,New,Watchlist,,69.99
HSCL,Himadri Speciality Chemical Ltd,2026-04-06,New,Watchlist,,55.13
APOLLOTYRE,Apollo Tyres Ltd,2026-04-06,New,Watchlist,,61.16
PARACABLES,Paramount Communications Ltd,2026-04-06,New,Watchlist,,60.15
AARTIPHARM,Aarti Pharmalabs Ltd,2026-04-06,New,Watchlist,,63.45
KCP,K C P Ltd,2026-04-06,New,Watchlist,,69.07
PROSTARM,Prostarm Info Systems Ltd,2026-04-06,New,Watchlist,,61.73
STYRENIX,Styrenix Performance Materials Ltd,2026-04-06,New,Watchlist,,67.66
BLISSGVS,Bliss GVS Pharma Ltd,2026-04-06,New,Watchlist,,55.82
HPL,HPL Electric & Power Ltd,2026-04-06,New,Watchlist,,66.67
RAILTEL,Railtel Corporation of India Ltd,2026-04-06,New,Avoid,,47.62
AEGISVOPAK,Aegis Vopak Terminals Ltd,2026-04-06,New,Avoid,,47.33
GAIL,GAIL (India) Ltd,2026-04-06,New,Investable,,71.23
INSECTICID,Insecticides India Ltd,2026-04-06,New,Watchlist,,67.77
RPEL,Raghav Productivity Enhancers Ltd,2026-04-06,New,Watchlist,,52.65
GSPL,Gujarat State Petronet Ltd,2026-04-06,New,Watchlist,,57.93
DIFFNKG,Diffusion Engineers Ltd,2026-04-06,New,Watchlist,,58.81
NOCIL,NOCIL Ltd,2026-04-06,New,Avoid,,49.76
MARINE,Marine Electricals (India) Ltd,2026-04-06,New,Watchlist,,52.48
SPAL,S P Apparels Ltd,2026-04-06,New,Watchlist,,61.73
ACE,Action Construction Equipment Ltd,2026-04-06,New,Investable,,70.03
SIEMENS,Siemens Ltd,2026-04-06,New,Avoid,,49.76
KIRLOSBROS,Kirloskar Brothers Ltd,2026-04-06,New,Watchlist,,63.12
HERITGFOOD,Heritage Foods Ltd,2026-04-06,New,Watchlist,,63.02
CHALET,Chalet Hotels Ltd,2026-04-06,New,Watchlist,,58.15
SANDHAR,Sandhar Technologies Limited,2026-04-06,New,Watchlist,,59.62
ATUL,Atul Ltd,2026-04-06,New,Watchlist,,60.71
PARKHOSPS,Park Medi World Ltd,2026-04-06,New,Watchlist,,67.63
KPRMILL,K P R Mill Ltd,2026-04-06,New,Watchlist,,57.98
SUMEETINDS,Sumeet Industries Ltd,2026-04-06,New,Watchlist,,55.26
RPSGVENT,RPSG Ventures Ltd,2026-04-06,New,Watchlist,,62.68
THOMASCOOK,Thomas Cook (India) Ltd,2026-04-06,New,Watchlist,,65.31
KAMATHOTEL,Kamat Hotels (India) Ltd,2026-04-06,New,Investable,,71.43
GULFOILLUB,Gulf Oil Lubricants India Ltd,2026-04-06,New,Watchlist,,63.89
CESC,CESC Ltd,2026-04-06,New,Watchlist,,67.34
BERGEPAINT,Berger Paints India Ltd,2026-04-06,New,Watchlist,,56.6
TANLA,Tanla Platforms Ltd,2026-04-06,New,Investable,,74.14
TRENT,Trent Ltd,2026-04-06,New,Watchlist,,53.58
PHOENIXLTD,Phoenix Mills Ltd,2026-04-06,New,Watchlist,,50.11
USHAMART,Usha Martin Ltd,2026-04-06,New,Watchlist,,62.38
OIL,Oil India Ltd,2026-04-06,New,Watchlist,,58.98
SBCL,Shivalik Bimetal Controls Ltd,2026-04-06,New,Watchlist,,57.97
CCL,CCL Products (India) Ltd,2026-04-06,New,Watchlist,,53.34
CENTENKA,Century Enka Ltd,2026-04-06,New,Watchlist,,66.09
VENTIVE,Ventive Hospitality Ltd,2026-04-06,New,Watchlist,,53.45
SHREDIGCEM,Shree Digvijay Cement Co. Ltd,2026-04-06,New,Watchlist,,58.05
LUMAXTECH,Lumax Auto Technologies Ltd,2026-04-06,New,Watchlist,,50.63
VIRINCHI,Virinchi Ltd,2026-04-06,New,Watchlist,,55.38
CREDITACC,CreditAccess Grameen Ltd,2026-04-06,New,Avoid,,43.23
EFCIL,EFC (I) Ltd,2026-04-06,New,Watchlist,,61.19
HCLTECH,HCL Technologies Ltd,2026-04-06,New,Watchlist,,65.23
GUJGASLTD,Gujarat Gas Ltd,2026-04-06,New,Avoid,,45.14
INOXINDIA,Inox India Ltd,2026-04-06,New,Watchlist,,54.01
AJMERA,Ajmera Realty & Infra India Ltd,2026-04-06,New,Watchlist,,68.77
PARKHOTELS,Apeejay Surrendra Park Hotels Ltd,2026-04-06,New,Watchlist,,58.6
NAZARA,Nazara Technologies Ltd,2026-04-06,New,Avoid,,49.72
SSWL,Steel Strips Wheels Ltd,2026-04-06,New,Investable,,70.59
TCC,TCC Concept Ltd,2026-04-06,New,Watchlist,,63.55
SARLAPOLY,Sarla Performance Fibers Ltd,2026-04-06,New,Investable,,72.0
AIAENG,AIA Engineering Ltd,2026-04-06,New,Watchlist,,57.6
INDIACEM,India Cements Ltd,2026-04-06,New,Watchlist,,56.56
PRICOLLTD,Pricol Ltd,2026-04-06,New,Watchlist,,51.12
MANINDS,Man Industries (India) Ltd,2026-04-06,New,Watchlist,,66.42
SAILIFE,Sai Life Sciences Ltd,2026-04-06,New,Watchlist,,53.71
ASKAUTOLTD,ASK Automotive Ltd,2026-04-06,New,Watchlist,,53.36
BAJAJHIND,Bajaj Hindusthan Sugar Ltd,2026-04-06,New,Watchlist,,60.21
SINCLAIR,Sinclairs Hotels Ltd,2026-04-06,New,Avoid,,38.99
INDIGO,Interglobe Aviation Ltd,2026-04-06,New,Watchlist,,57.16
ZAGGLE,Zaggle Prepaid Ocean Services Ltd,2026-04-06,New,Avoid,,48.37
TRIDENT,Trident Ltd,2026-04-06,New,Watchlist,,58.13
PREMIERENE,Premier Energies Ltd,2026-04-06,New,Watchlist,,58.73
VGUARD,V-Guard Industries Ltd,2026-04-06,New,Watchlist,,56.56
SPLPETRO,Supreme Petrochem Ltd,2026-04-06,New,Avoid,,48.25
RVNL,Rail Vikas Nigam Ltd,2026-04-06,New,Avoid,,46.14
IFCI,IFCI Ltd,2026-04-06,New,Avoid,,35.11
ALLDIGI,Alldigi Tech Ltd,2026-04-06,New,Investable,,71.37
MIDHANI,Mishra Dhatu Nigam Ltd,2026-04-06,New,Watchlist,,60.58
NESCO,NESCO Ltd,2026-04-06,New,Watchlist,,58.53
ZFCVINDIA,ZF Commercial Vehicle Control System India Ltd,2026-04-06,New,Avoid,,47.69
SUNDRMFAST,Sundram Fasteners Ltd,2026-04-06,New,Watchlist,,59.2
AMRUTANJAN,Amrutanjan Health Care Ltd,2026-04-06,New,Watchlist,,51.44
ICICIBANK,ICICI Bank Ltd,2026-04-06,New,Avoid,,41.73
ASHOKLEY,Ashok Leyland Ltd,2026-04-06,New,Watchlist,,65.93
JYOTICNC,Jyoti CNC Automation Ltd,2026-04-06,New,Watchlist,,54.68
SPECIALITY,Speciality Restaurants Ltd,2026-04-06,New,Investable,,73.31
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,2026-04-06,New,Watchlist,,53.41
KOTHARIPET,Kothari Petrochemicals Ltd,2026-04-06,New,Avoid,,49.21
TATACONSUM,Tata Consumer Products Ltd,2026-04-06,New,Avoid,,47.45
NAVKARCORP,Navkar Corporation Ltd,2026-04-06,New,Watchlist,,59.46
PLATIND,Platinum Industries Ltd,2026-04-06,New,Watchlist,,53.14
ELGIEQUIP,Elgi Equipments Ltd,2026-04-06,New,Watchlist,,57.05
SIGACHI,Sigachi Industries Ltd,2026-04-06,New,Watchlist,,64.92
IGPL,I G Petrochemicals Ltd,2026-04-06,New,Investable,,74.25
MOTHERSON,Samvardhana Motherson International Ltd,2026-04-06,New,Watchlist,,55.84
UNIDT,United Drilling Tools Ltd,2026-04-06,New,Watchlist,,64.78
KPIL,Kalpataru Projects International Ltd,2026-04-06,New,Watchlist,,54.93
DALBHARAT,Dalmia Bharat Ltd,2026-04-06,New,Watchlist,,55.66
SETL,Standard Engineering Technology Ltd,2026-04-06,New,Watchlist,,51.53
INDHOTEL,Indian Hotels Co Ltd,2026-04-06,New,Watchlist,,53.38
RTNPOWER,RattanIndia Power Ltd,2026-04-06,New,Watchlist,,53.55
ERIS,ERIS Lifesciences Ltd,2026-04-06,New,Watchlist,,59.96
THELEELA,Leela Palaces Hotels & Resorts Ltd,2026-04-06,New,Watchlist,,57.61
WHEELS,Wheels India Ltd,2026-04-06,New,Watchlist,,60.48
GNA,GNA Axles Ltd,2026-04-06,New,Watchlist,,62.53
VTL,Vardhman Textiles Ltd,2026-04-06,New,Watchlist,,56.31
ICIL,Indo Count Industries Ltd,2026-04-06,New,Watchlist,,57.98
SANSTAR,Sanstar Ltd,2026-04-06,New,Watchlist,,56.01
VISHNU,Vishnu Chemicals Ltd,2026-04-06,New,Watchlist,,62.37
NEULANDLAB,Neuland Laboratories Ltd,2026-04-06,New,Avoid,,47.44
SCHAND,S Chand & Company Ltd,2026-04-06,New,Investable,,76.04
KHADIM,Khadim India Ltd,2026-04-06,New,Investable,,72.06
AWL,AWL Agri Business Ltd,2026-04-06,New,Watchlist,,57.01
HIMATSEIDE,Himatsingka Seide Ltd,2026-04-06,New,Watchlist,,64.71
RAINBOW,Rainbow Childrens Medicare Ltd,2026-04-06,New,Watchlist,,60.51
KAJARIACER,Kajaria Ceramics Ltd,2026-04-06,New,Watchlist,,56.44
